weight,total_gain,total_cover,gain,cover,feature
1.0,6.664540767669678,4261.4091796875,6.664540767669678,4261.4091796875,LymphocytesPercentage_Avg
2.0,17.541339874267578,6517.3896484375,8.770669937133789,3258.69482421875,LymphocytesPercentage_Max
1.0,6.062606334686279,14212.05859375,6.062606334686279,14212.05859375,NeutrophilsPercentage_Avg
3.0,42.384254455566406,17963.1484375,14.128085136413574,5987.71630859375,NeutrophilsPercentage_Max
1.0,8.527647018432617,865.931884765625,8.527647018432617,865.931884765625,MonocytesPercentage_Avg
5.0,61.094749450683594,21866.04296875,12.218950271606445,4373.20849609375,WhiteBloodCellCount_Avg
14.0,155.6415557861328,202883.890625,11.117254257202148,14491.7060546875,WhiteBloodCellCount_Max
1.0,6.881444931030273,16147.37109375,6.881444931030273,16147.37109375,RedBloodCellCount_Avg
2.0,15.164502143859863,27847.94140625,7.582251071929932,13923.970703125,Hemoglobin_Avg
1.0,5.201550483703613,6811.0107421875,5.201550483703613,6811.0107421875,EosinophilsPercentage_Avg
1.0,15.22314453125,9516.0009765625,15.22314453125,9516.0009765625,BasophilsPercentage_Avg
12.0,257.12872314453125,104989.984375,21.427392959594727,8749.1650390625,AbsoluteNeutrophilCount_Max
1.0,13.714300155639648,4500.80322265625,13.714300155639648,4500.80322265625,AbsoluteNeutrophilCount_Min
2.0,19.905803680419922,28725.6328125,9.952901840209961,14362.81640625,AbsoluteMonocyteCount_Avg
4.0,31.181190490722656,59323.71875,7.795297622680664,14830.9296875,AbsoluteMonocyteCount_Min
2.0,19.33739471435547,2979.927978515625,9.668697357177734,1489.9639892578125,AbsoluteLymphocyteCount_Max
1.0,11.948629379272461,11266.671875,11.948629379272461,11266.671875,RedCellDistributionWidth_Avg
3.0,33.80952835083008,42326.6796875,11.269843101501465,14108.8935546875,CReactiveProtein_Min
5.0,45.91938781738281,77226.25,9.183877944946289,15445.25,ThyroidStimulatingHormone_Avg
1.0,9.133269309997559,14438.134765625,9.133269309997559,14438.134765625,ThyroidStimulatingHormone_Max
1.0,7.160009384155273,15848.9697265625,7.160009384155273,15848.9697265625,TotalTriiodothyronine_Avg
3.0,21.585689544677734,45076.5078125,7.195230007171631,15025.5029296875,TotalThyroxine_Avg
3.0,28.845705032348633,39678.9921875,9.615235328674316,13226.3310546875,TotalThyroxine_Max
2.0,49.78156280517578,9013.447265625,24.89078140258789,4506.7236328125,SMRNP_Avg
2.0,63.716705322265625,9122.2529296875,31.858352661132812,4561.12646484375,SMRNP_Max
2.0,17.999950408935547,30576.79296875,8.999975204467773,15288.396484375,AntiSSA_Avg
2.0,18.053394317626953,29973.21875,9.026697158813477,14986.609375,AntiSSA_Max
1.0,9.993429183959961,5057.109375,9.993429183959961,5057.109375,AntiSSB_Avg
2.0,7.46409273147583,252.44003295898438,3.732046365737915,126.22001647949219,AntiSSB_Min
1.0,3.7017288208007812,126.10472869873047,3.7017288208007812,126.10472869873047,AntiJo1_Avg
1.0,12.089370727539062,1612.6407470703125,12.089370727539062,1612.6407470703125,Nucleosome_Min
2.0,29.389442443847656,7743.22705078125,14.694721221923828,3871.613525390625,Histone_Max
3.0,66.2271728515625,11152.259765625,22.07572364807129,3717.419921875,Ro52_Avg
2.0,23.551401138305664,19551.857421875,11.775700569152832,9775.9287109375,Ro52_Max
1.0,9.082542419433594,9477.419921875,9.082542419433594,9477.419921875,UrineSpecificGravity_Max
2.0,30.885408401489258,1716.0631103515625,15.442704200744629,858.0315551757812,EggWhite_Avg
1.0,12.766072273254395,824.2894897460938,12.766072273254395,824.2894897460938,EggWhite_Min
1.0,15.268815994262695,881.642822265625,15.268815994262695,881.642822265625,CatDander_Avg
1.0,11.802835464477539,830.2764282226562,11.802835464477539,830.2764282226562,CatDander_Min
2.0,12.812271118164062,29061.0859375,6.406135559082031,14530.54296875,Ragweed_Avg
2.0,24.980754852294922,6330.71337890625,12.490377426147461,3165.356689453125,RyeGrass_Avg
5.0,407.693115234375,73033.859375,81.53861999511719,14606.771484375,EosinophilsPercentage_Avg_div_WhiteBloodCellCount_Max
8.0,419.2339782714844,114227.8125,52.40424728393555,14278.4765625,EosinophilsPercentage_Avg_div_CReactiveProtein_Min
4.0,253.0047607421875,59369.84765625,63.251190185546875,14842.4619140625,EosinophilsPercentage_Avg_div_AbsoluteNeutrophilCount_Max
14.0,661.2058715820312,212740.078125,47.2289924621582,15195.7197265625,EosinophilsPercentage_Avg_div_CReactiveProtein_Avg
6.0,425.9242248535156,81212.6015625,70.98737335205078,13535.43359375,EosinophilsPercentage_Avg_div_WhiteBloodCellCount_Avg
3.0,126.71582794189453,25585.41015625,42.238609313964844,8528.4697265625,EosinophilsPercentage_Avg_div_PlateletCount_Avg
3.0,15.282018661499023,1356.222900390625,5.094006061553955,452.0743103027344,EosinophilsPercentage_Avg_div_EosinophilsPercentage_Max
1.0,7.4151787757873535,16288.4306640625,7.4151787757873535,16288.4306640625,EosinophilsPercentage_Avg_div_PlateletCount_Min
3.0,12.568663597106934,1275.5654296875,4.189554691314697,425.1884765625,EosinophilsPercentage_Avg_div_PlateletCount_Max
5.0,82.2542495727539,60850.90234375,16.450849533081055,12170.1806640625,EosinophilsPercentage_Avg_div_LymphocytesPercentage_Max
4.0,57.62659454345703,8237.7216796875,14.406648635864258,2059.430419921875,WhiteBloodCellCount_Max_div_FirstVisitAge
7.0,104.43549346923828,41996.25,14.919356346130371,5999.46435546875,WhiteBloodCellCount_Max_div_MeanCorpuscularHemoglobin_Max
