weight,total_gain,total_cover,gain,cover,feature
17.0,20.6312255859375,6420.17041015625,1.2136014699935913,377.6570739746094,Gender
159.0,779.6015625,1157574.875,4.903154373168945,7280.34521484375,FirstVisitAge
18.0,54.511959075927734,881783.375,3.028442144393921,48987.96484375,CIndU
114.0,499.45068359375,1509516.375,4.381146430969238,13241.3720703125,Hematocrit_Avg
51.0,272.708740234375,298262.625,5.347230434417725,5848.28662109375,Hematocrit_Max
24.0,159.2242431640625,463431.03125,6.63434362411499,19309.626953125,Hematocrit_Min
81.0,313.0498962402344,431897.09375,3.8648135662078857,5332.06298828125,LymphocytesPercentage_Avg
43.0,357.14453125,694854.375,8.305686950683594,16159.404296875,LymphocytesPercentage_Max
52.0,274.39910888671875,565571.1875,5.2769060134887695,10876.369140625,LymphocytesPercentage_Min
31.0,225.2739715576172,954056.3125,7.266902446746826,30776.009765625,NeutrophilsPercentage_Avg
49.0,303.61505126953125,909264.6875,6.196225643157959,18556.421875,NeutrophilsPercentage_Max
61.0,403.9553527832031,1580148.875,6.622219085693359,25904.080078125,NeutrophilsPercentage_Min
68.0,350.7790832519531,733056.25,5.158515930175781,10780.2392578125,MonocytesPercentage_Avg
46.0,239.96827697753906,970573.5625,5.216701507568359,21099.42578125,MonocytesPercentage_Max
23.0,122.24678802490234,144096.671875,5.315077781677246,6265.07275390625,MonocytesPercentage_Min
67.0,332.2346496582031,674236.0,4.958725929260254,10063.2236328125,MeanCorpuscularHemoglobinConcentration_Avg
28.0,125.99905395507812,253150.90625,4.499966144561768,9041.103515625,MeanCorpuscularHemoglobinConcentration_Max
23.0,90.69282531738281,140046.75,3.9431662559509277,6088.9892578125,MeanCorpuscularHemoglobinConcentration_Min
83.0,421.41986083984375,854638.625,5.077347755432129,10296.8505859375,PlateletCount_Avg
66.0,476.000732421875,740553.3125,7.212132453918457,11220.5048828125,PlateletCount_Max
69.0,410.40301513671875,908536.625,5.947869777679443,13167.197265625,PlateletCount_Min
57.0,402.3438415527344,838837.6875,7.058663845062256,14716.4501953125,WhiteBloodCellCount_Avg
57.0,701.5601806640625,1750416.875,12.308073043823242,30709.068359375,WhiteBloodCellCount_Max
30.0,221.52322387695312,383304.90625,7.38410758972168,12776.830078125,WhiteBloodCellCount_Min
92.0,599.4826049804688,870966.8125,6.516115188598633,9467.0302734375,MeanCorpuscularHemoglobin_Avg
42.0,283.9933166503906,568586.5,6.761745452880859,13537.7734375,MeanCorpuscularHemoglobin_Max
29.0,212.235595703125,415185.28125,7.318469047546387,14316.7333984375,MeanCorpuscularHemoglobin_Min
63.0,386.92120361328125,754396.5,6.141606330871582,11974.5478515625,MeanCorpuscularVolume_Avg
47.0,331.96435546875,438263.75,7.063071250915527,9324.7607421875,MeanCorpuscularVolume_Max
11.0,42.73897171020508,305993.0,3.8853609561920166,27817.544921875,MeanCorpuscularVolume_Min
49.0,212.2644500732422,1022849.5625,4.33192777633667,20874.48046875,RedBloodCellCount_Avg
21.0,167.81842041015625,227910.78125,7.991353511810303,10852.89453125,RedBloodCellCount_Max
35.0,360.44671630859375,631118.4375,10.298477172851562,18031.955078125,RedBloodCellCount_Min
41.0,384.5753173828125,551158.75,9.37988567352295,13442.896484375,Hemoglobin_Avg
33.0,205.1363983154297,528420.125,6.216254711151123,16012.7314453125,Hemoglobin_Max
16.0,78.26590728759766,111106.140625,4.8916192054748535,6944.1337890625,Hemoglobin_Min
124.0,3595.32958984375,3333374.5,28.994592666625977,26882.052734375,EosinophilsPercentage_Avg
46.0,691.6522216796875,578716.5,15.035918235778809,12580.7939453125,EosinophilsPercentage_Max
42.0,277.9570617675781,677873.9375,6.618025302886963,16139.85546875,EosinophilsPercentage_Min
42.0,494.8132629394531,836457.625,11.781268119812012,19915.658203125,BasophilsPercentage_Avg
6.0,40.21080780029297,55567.890625,6.701801300048828,9261.3154296875,BasophilsPercentage_Max
28.0,148.43885803222656,445569.21875,5.301387786865234,15913.1865234375,BasophilsPercentage_Min
18.0,322.62152099609375,296356.15625,17.923418045043945,16464.23046875,AbsoluteNeutrophilCount_Avg
30.0,1182.302978515625,608814.625,39.410099029541016,20293.8203125,AbsoluteNeutrophilCount_Max
27.0,317.4954528808594,524484.9375,11.759090423583984,19425.3671875,AbsoluteNeutrophilCount_Min
36.0,233.7821502685547,114796.78125,6.493948459625244,3188.799560546875,AbsoluteMonocyteCount_Avg
7.0,39.936763763427734,21273.962890625,5.705252170562744,3039.137451171875,AbsoluteMonocyteCount_Max
33.0,369.0400390625,532087.4375,11.18303108215332,16123.861328125,AbsoluteMonocyteCount_Min
23.0,89.85379791259766,313047.84375,3.906686782836914,13610.775390625,AbsoluteEosinophilCount_Avg
16.0,93.72482299804688,267522.21875,5.85780143737793,16720.138671875,AbsoluteEosinophilCount_Max
16.0,87.11572265625,119806.8203125,5.444732666015625,7487.92626953125,AbsoluteEosinophilCount_Min
12.0,39.247703552246094,8641.3837890625,3.270642042160034,720.1152954101562,AbsoluteBasophilCount_Avg
2.0,2.6706600189208984,997.7784423828125,1.3353300094604492,498.88922119140625,AbsoluteBasophilCount_Max
1.0,5.113898754119873,11436.3134765625,5.113898754119873,11436.3134765625,AbsoluteBasophilCount_Min
18.0,83.02130126953125,112147.0859375,4.612294673919678,6230.3935546875,AbsoluteLymphocyteCount_Avg
38.0,180.8330841064453,927894.6875,4.75876522064209,24418.28125,AbsoluteLymphocyteCount_Max
51.0,313.2389221191406,1314704.875,6.141939640045166,25778.52734375,AbsoluteLymphocyteCount_Min
