,Gender,FirstVisitAge,CIndU,Hematocrit_Avg,Hematocrit_Max,Hematocrit_Min,LymphocytesPercentage_Avg,LymphocytesPercentage_Max,LymphocytesPercentage_Min,NeutrophilsPercentage_Avg,NeutrophilsPercentage_Max,NeutrophilsPercentage_Min,MonocytesPercentage_Avg,MonocytesPercentage_Max,MonocytesPercentage_Min,MeanCorpuscularHemoglobinConcentration_Avg,MeanCorpuscularHemoglobinConcentration_Max,MeanCorpuscularHemoglobinConcentration_Min,PlateletCount_Avg,PlateletCount_Max,PlateletCount_Min,WhiteBloodCellCount_Avg,WhiteBloodCellCount_Max,WhiteBloodCellCount_Min,MeanCorpuscularHemoglobin_Avg,MeanCorpuscularHemoglobin_Max,MeanCorpuscularHemoglobin_Min,MeanCorpuscularVolume_Avg,MeanCorpuscularVolume_Max,MeanCorpuscularVolume_Min,RedBloodCellCount_Avg,RedBloodCellCount_Max,RedBloodCellCount_Min,Hemoglobin_Avg,Hemoglobin_Max,Hemoglobin_Min,EosinophilsPercentage_Avg,EosinophilsPercentage_Max,EosinophilsPercentage_Min,BasophilsPercentage_Avg,BasophilsPercentage_Max,BasophilsPercentage_Min,AbsoluteNeutrophilCount_Avg,AbsoluteNeutrophilCount_Max,AbsoluteNeutrophilCount_Min,AbsoluteMonocyteCount_Avg,AbsoluteMonocyteCount_Max,AbsoluteMonocyteCount_Min,AbsoluteEosinophilCount_Avg,AbsoluteEosinophilCount_Max,AbsoluteEosinophilCount_Min,AbsoluteBasophilCount_Avg,AbsoluteBasophilCount_Max,AbsoluteBasophilCount_Min,AbsoluteLymphocyteCount_Avg,AbsoluteLymphocyteCount_Max,AbsoluteLymphocyteCount_Min,MeanPlateletVolume_Avg,MeanPlateletVolume_Max,MeanPlateletVolume_Min,PlateletDistributionWidth_Avg,PlateletDistributionWidth_Max,PlateletDistributionWidth_Min,Plateletcrit_Avg,Plateletcrit_Max,Plateletcrit_Min,RedCellDistributionWidth_Avg,RedCellDistributionWidth_Max,RedCellDistributionWidth_Min,RedCellDistributionWidthCV_Avg,RedCellDistributionWidthCV_Max,RedCellDistributionWidthCV_Min,EosinophilCountAbsolute_Avg,EosinophilCountAbsolute_Max,EosinophilCountAbsolute_Min,CReactiveProtein_Avg,CReactiveProtein_Max,CReactiveProtein_Min,ImmunoglobulinE_Avg,ImmunoglobulinE_Max,ImmunoglobulinE_Min,Total25HydroxyVitaminD_Avg,Total25HydroxyVitaminD_Max,Total25HydroxyVitaminD_Min,ImmunoglobulinG_Avg,ImmunoglobulinG_Max,ImmunoglobulinG_Min,ImmunoglobulinA_Avg,ImmunoglobulinA_Max,ImmunoglobulinA_Min,ImmunoglobulinM_Avg,ImmunoglobulinM_Max,ImmunoglobulinM_Min,ThyroglobulinAntibody_Avg,ThyroglobulinAntibody_Max,ThyroglobulinAntibody_Min,ThyroidStimulatingHormone_Avg,ThyroidStimulatingHormone_Max,ThyroidStimulatingHormone_Min,TotalTriiodothyronine_Avg,TotalTriiodothyronine_Max,TotalTriiodothyronine_Min,TotalThyroxine_Avg,TotalThyroxine_Max,TotalThyroxine_Min,FreeTriiodothyronine_Avg,FreeTriiodothyronine_Max,FreeTriiodothyronine_Min,FreeThyroxine_Avg,FreeThyroxine_Max,FreeThyroxine_Min,ReverseTriiodothyronine_Avg,ReverseTriiodothyronine_Max,ReverseTriiodothyronine_Min,ANA1to40_Avg,ANA1to40_Max,ANA1to40_Min,ANA1to80_Avg,ANA1to80_Max,ANA1to80_Min,ANANuclearPattern_Avg,ANANuclearPattern_Max,ANANuclearPattern_Min,SMRNP_Avg,SMRNP_Max,SMRNP_Min,AntiScl70_Avg,AntiScl70_Max,AntiScl70_Min,AntiSSA_Avg,AntiSSA_Max,AntiSSA_Min,AntiSSB_Avg,AntiSSB_Max,AntiSSB_Min,AntiJo1_Avg,AntiJo1_Max,AntiJo1_Min,AntiDoubleStrandedDNA_Avg,AntiDoubleStrandedDNA_Max,AntiDoubleStrandedDNA_Min,AntiSM_Avg,AntiSM_Max,AntiSM_Min,Nucleosome_Avg,Nucleosome_Max,Nucleosome_Min,AntiM2_Avg,AntiM2_Max,AntiM2_Min,ProliferatingCellNuclearAntigen_Avg,ProliferatingCellNuclearAntigen_Max,ProliferatingCellNuclearAntigen_Min,RibosomalPProtein_Avg,RibosomalPProtein_Max,RibosomalPProtein_Min,PMScl_Avg,PMScl_Max,PMScl_Min,Histone_Avg,Histone_Max,Histone_Min,CentromereProteinB_Avg,CentromereProteinB_Max,CentromereProteinB_Min,Ro52_Avg,Ro52_Max,Ro52_Min,ThrombinTime_Avg,ThrombinTime_Max,ThrombinTime_Min,PartialThromboplastinTime_Avg,PartialThromboplastinTime_Max,PartialThromboplastinTime_Min,ProthrombinTime_Avg,ProthrombinTime_Max,ProthrombinTime_Min,ProthrombinTimeINR_Avg,ProthrombinTimeINR_Max,ProthrombinTimeINR_Min,UrinepH_Avg,UrinepH_Max,UrinepH_Min,UrineGlucose_Avg,UrineGlucose_Max,UrineGlucose_Min,UrineProtein_Avg,UrineProtein_Max,UrineProtein_Min,UrineSpecificGravity_Avg,UrineSpecificGravity_Max,UrineSpecificGravity_Min,Urobilin_Avg,Urobilin_Max,Urobilin_Min,RedBloodCellsMicroscopic_Avg,RedBloodCellsMicroscopic_Max,RedBloodCellsMicroscopic_Min,UrineKetones_Avg,UrineKetones_Max,UrineKetones_Min,WhiteBloodCellsMicroscopic_Avg,WhiteBloodCellsMicroscopic_Max,WhiteBloodCellsMicroscopic_Min,Milk_Avg,Milk_Max,Milk_Min,Cockroach_Avg,Cockroach_Max,Cockroach_Min,EggWhite_Avg,EggWhite_Max,EggWhite_Min,CatDander_Avg,CatDander_Max,CatDander_Min,DogDander_Avg,DogDander_Max,DogDander_Min,Ragweed_Avg,Ragweed_Max,Ragweed_Min,RyeGrass_Avg,RyeGrass_Max,RyeGrass_Min,Shrimp_Avg,Shrimp_Max,Shrimp_Min,Beef_Avg,Beef_Max,Beef_Min,Peanut_Avg,Peanut_Max,Peanut_Min,Cashew_Avg,Cashew_Max,Cashew_Min,DustMites_Avg,DustMites_Max,DustMites_Min,LobsterScallop_Avg,LobsterScallop_Max,LobsterScallop_Min,Shellfish_Avg,Shellfish_Max,Shellfish_Min,MoldCombination_Avg,MoldCombination_Max,MoldCombination_Min,Mulberry_Avg,Mulberry_Max,Mulberry_Min,Crab_Avg,Crab_Max,Crab_Min,MixedGrasses_Avg,MixedGrasses_Max,MixedGrasses_Min,Mugwort_Avg,Mugwort_Max,Mugwort_Min
4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,2,2,2,1,2,3,9,9,16,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,25,14,18,2,9,15,1,1,1,1,1,1,1,2,2,2,1,2,2,2,2,1,2,2,1,1,1,1,2,2,1,1,2,1,1,1,1,2,2,2,2,2,2,2,1,1,1,2,1,1,1,2,2,2,1,1,1,1,1,2,1,1,1,2,6,2,19,23,19,44,44,44,2,2,6,44,44,44,2,12,3,44,44,44,2,6,9,1,2,2,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,2,44,44,44,44,44,44,44,44,44,13,21,17,1,2,1,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,23,26,23,44,44,44
12,9,1,1,1,1,1,2,2,2,1,1,2,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,2,2,9,9,5,16,1,9,3,2,16,22,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,1,2,2,1,1,1,26,35,31,1,2,24,1,1,2,1,1,1,1,1,2,2,2,2,2,2,3,1,2,2,2,1,2,2,9,2,2,5,2,2,1,1,1,14,2,1,2,2,2,1,1,1,1,1,1,1,2,2,2,2,1,1,1,1,1,1,1,1,1,9,19,9,29,33,28,37,55,55,1,1,2,55,55,55,2,21,16,55,55,33,13,19,20,2,2,2,1,1,2,1,1,1,2,2,2,1,1,2,1,1,1,1,2,2,55,55,55,55,55,55,55,55,55,23,26,31,1,2,2,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,27,35,35,55,55,55
14,10,2,1,2,1,2,2,2,1,2,1,1,2,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,2,1,10,6,10,2,3,10,2,2,2,3,15,22,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,1,1,2,1,1,1,19,25,49,1,10,20,2,1,1,1,1,1,1,1,2,2,2,2,2,6,2,2,2,2,2,1,2,2,3,2,2,2,2,1,1,2,2,2,1,1,2,1,2,2,1,1,2,2,2,1,2,2,2,2,1,1,1,1,2,2,1,1,1,2,15,10,49,26,49,27,49,49,1,2,2,49,49,49,2,13,17,49,49,49,3,19,24,1,2,2,1,1,1,1,1,1,2,2,2,1,1,2,1,1,1,2,2,2,49,49,49,49,49,49,49,49,49,15,22,24,1,1,2,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,29,29,49,49,49,49
19,14,2,1,2,1,2,2,1,1,1,1,1,2,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,3,14,21,14,21,19,2,5,2,14,23,30,1,1,2,1,2,1,1,1,1,2,1,2,2,2,2,1,1,2,1,1,2,33,37,36,2,9,28,1,1,1,1,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,2,2,2,2,1,1,1,1,2,2,2,2,2,1,2,2,1,2,2,1,1,1,5,3,9,1,1,1,2,2,2,1,1,1,26,23,9,39,58,58,35,38,58,1,2,2,58,58,58,19,23,14,58,58,58,14,14,28,1,2,2,1,1,2,1,1,1,2,2,2,1,2,2,1,1,1,2,2,2,58,58,58,58,58,58,58,58,58,28,33,34,2,2,2,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,9,25,31,58,58,58
15,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,20,15,2,13,15,2,2,3,8,19,22,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,2,2,1,1,2,24,28,30,2,2,28,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,3,1,2,2,2,2,3,2,2,1,2,2,1,1,2,2,1,2,1,1,2,2,1,1,2,1,1,1,8,8,2,1,1,1,1,1,2,1,1,1,8,13,8,35,54,30,32,54,54,2,2,1,54,54,54,25,15,8,36,54,54,3,17,22,2,2,2,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,2,2,54,54,54,54,54,54,54,54,54,26,18,24,2,2,2,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,35,33,32,54,54,54
13,6,2,1,2,1,1,2,1,2,2,2,2,2,2,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,2,1,1,2,1,3,13,18,4,15,15,2,10,2,13,20,23,1,1,1,1,1,1,1,1,1,1,2,2,1,2,2,1,2,1,1,1,1,28,29,30,2,10,27,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,6,2,2,2,1,1,2,1,1,2,1,2,2,1,2,1,1,1,2,2,2,1,1,10,2,2,1,1,1,1,1,2,1,1,1,4,2,18,31,34,37,32,55,55,1,1,2,55,55,55,2,26,10,55,55,55,10,20,18,1,2,2,1,2,2,1,1,1,1,2,2,1,1,1,1,1,1,2,2,2,55,55,55,55,55,55,55,55,55,22,24,25,2,2,2,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,35,33,36,55,55,55
20,7,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,1,2,2,7,7,7,15,2,2,3,15,19,26,1,1,1,1,1,1,1,1,1,2,2,2,1,1,2,1,2,2,1,1,2,28,24,23,1,3,21,1,1,1,1,1,1,1,1,2,1,2,2,2,2,1,2,2,2,2,1,2,2,7,2,2,2,1,1,2,1,1,2,1,2,2,1,1,2,1,1,2,2,2,1,1,2,2,12,1,1,1,1,1,2,1,1,1,7,12,12,35,33,30,53,35,53,1,2,2,53,53,53,2,2,17,53,53,29,12,15,19,2,2,2,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,2,1,2,53,53,53,53,53,53,53,53,53,31,20,23,1,2,2,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,26,28,32,53,53,53
16,10,1,1,2,1,1,2,2,1,2,1,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,2,2,1,2,10,15,10,10,10,2,2,2,10,24,18,1,1,1,1,2,1,1,1,1,1,1,2,2,1,2,2,2,1,1,1,2,22,26,27,2,10,28,1,2,1,1,2,1,1,1,2,1,1,2,2,2,2,1,2,2,1,1,2,2,2,2,1,2,2,1,1,2,2,2,2,2,2,1,2,2,2,1,2,2,1,1,1,2,2,4,1,1,1,1,2,1,1,1,2,5,10,5,33,33,54,33,54,54,1,1,3,54,54,54,2,24,18,54,36,54,15,20,21,1,1,2,1,1,2,1,1,1,2,1,2,1,1,1,1,1,1,2,2,2,54,54,54,54,54,54,54,54,54,23,28,33,1,1,1,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,18,30,30,54,54,54
18,7,1,1,2,1,2,2,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,3,7,15,7,7,13,1,2,2,17,21,20,1,1,1,2,1,1,1,1,1,1,2,2,2,2,2,1,2,2,1,1,2,20,24,25,2,2,22,1,1,2,1,1,1,1,1,2,1,2,1,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,1,2,1,1,1,2,2,2,2,2,2,1,1,1,2,2,1,1,1,7,7,1,1,1,1,1,2,1,1,1,7,13,17,27,51,51,31,26,28,2,1,2,51,51,51,2,13,18,51,51,51,3,13,24,2,2,2,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,2,51,51,51,51,51,51,51,51,51,51,51,51,1,2,1,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,31,29,51,51,51
17,7,1,1,1,1,1,2,2,2,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,2,1,2,1,3,2,7,11,7,7,2,2,2,2,14,23,1,2,1,1,2,1,1,1,1,1,2,2,1,1,2,1,1,1,1,1,2,21,19,24,2,2,27,1,1,2,1,1,1,1,1,2,2,2,1,2,2,2,1,2,2,1,1,1,2,3,2,2,1,1,2,1,1,1,1,2,2,2,1,1,2,1,1,1,2,2,2,1,2,2,11,1,1,1,1,1,1,1,1,1,2,14,2,26,28,48,48,29,48,2,1,2,48,48,48,3,16,7,48,48,48,11,17,17,2,2,2,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,2,2,2,48,48,48,48,48,48,48,48,48,20,25,29,1,1,2,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,2,11,21,48,48,48
