,Gender,FirstVisitAge,CIndU,Hematocrit_Avg,Hematocrit_Max,Hematocrit_Min,LymphocytesPercentage_Avg,LymphocytesPercentage_Max,LymphocytesPercentage_Min,NeutrophilsPercentage_Avg,NeutrophilsPercentage_Max,NeutrophilsPercentage_Min,MonocytesPercentage_Avg,MonocytesPercentage_Max,MonocytesPercentage_Min,MeanCorpuscularHemoglobinConcentration_Avg,MeanCorpuscularHemoglobinConcentration_Max,MeanCorpuscularHemoglobinConcentration_Min,PlateletCount_Avg,PlateletCount_Max,PlateletCount_Min,WhiteBloodCellCount_Avg,WhiteBloodCellCount_Max,WhiteBloodCellCount_Min,MeanCorpuscularHemoglobin_Avg,MeanCorpuscularHemoglobin_Max,MeanCorpuscularHemoglobin_Min,MeanCorpuscularVolume_Avg,MeanCorpuscularVolume_Max,MeanCorpuscularVolume_Min,RedBloodCellCount_Avg,RedBloodCellCount_Max,RedBloodCellCount_Min,Hemoglobin_Avg,Hemoglobin_Max,Hemoglobin_Min,EosinophilsPercentage_Avg,EosinophilsPercentage_Max,EosinophilsPercentage_Min,BasophilsPercentage_Avg,BasophilsPercentage_Max,BasophilsPercentage_Min,AbsoluteNeutrophilCount_Avg,AbsoluteNeutrophilCount_Max,AbsoluteNeutrophilCount_Min,AbsoluteMonocyteCount_Avg,AbsoluteMonocyteCount_Max,AbsoluteMonocyteCount_Min,AbsoluteEosinophilCount_Avg,AbsoluteEosinophilCount_Max,AbsoluteEosinophilCount_Min,AbsoluteBasophilCount_Avg,AbsoluteBasophilCount_Max,AbsoluteBasophilCount_Min,AbsoluteLymphocyteCount_Avg,AbsoluteLymphocyteCount_Max,AbsoluteLymphocyteCount_Min,MeanPlateletVolume_Avg,MeanPlateletVolume_Max,MeanPlateletVolume_Min,PlateletDistributionWidth_Avg,PlateletDistributionWidth_Max,PlateletDistributionWidth_Min,Plateletcrit_Avg,Plateletcrit_Max,Plateletcrit_Min,RedCellDistributionWidth_Avg,RedCellDistributionWidth_Max,RedCellDistributionWidth_Min,RedCellDistributionWidthCV_Avg,RedCellDistributionWidthCV_Max,RedCellDistributionWidthCV_Min,EosinophilCountAbsolute_Avg,EosinophilCountAbsolute_Max,EosinophilCountAbsolute_Min,CReactiveProtein_Avg,CReactiveProtein_Max,CReactiveProtein_Min,ImmunoglobulinE_Avg,ImmunoglobulinE_Max,ImmunoglobulinE_Min,Total25HydroxyVitaminD_Avg,Total25HydroxyVitaminD_Max,Total25HydroxyVitaminD_Min,ImmunoglobulinG_Avg,ImmunoglobulinG_Max,ImmunoglobulinG_Min,ImmunoglobulinA_Avg,ImmunoglobulinA_Max,ImmunoglobulinA_Min,ImmunoglobulinM_Avg,ImmunoglobulinM_Max,ImmunoglobulinM_Min,ThyroglobulinAntibody_Avg,ThyroglobulinAntibody_Max,ThyroglobulinAntibody_Min,ThyroidStimulatingHormone_Avg,ThyroidStimulatingHormone_Max,ThyroidStimulatingHormone_Min,TotalTriiodothyronine_Avg,TotalTriiodothyronine_Max,TotalTriiodothyronine_Min,TotalThyroxine_Avg,TotalThyroxine_Max,TotalThyroxine_Min,FreeTriiodothyronine_Avg,FreeTriiodothyronine_Max,FreeTriiodothyronine_Min,FreeThyroxine_Avg,FreeThyroxine_Max,FreeThyroxine_Min,ReverseTriiodothyronine_Avg,ReverseTriiodothyronine_Max,ReverseTriiodothyronine_Min,ANA1to40_Avg,ANA1to40_Max,ANA1to40_Min,ANA1to80_Avg,ANA1to80_Max,ANA1to80_Min,ANANuclearPattern_Avg,ANANuclearPattern_Max,ANANuclearPattern_Min,SMRNP_Avg,SMRNP_Max,SMRNP_Min,AntiScl70_Avg,AntiScl70_Max,AntiScl70_Min,AntiSSA_Avg,AntiSSA_Max,AntiSSA_Min,AntiSSB_Avg,AntiSSB_Max,AntiSSB_Min,AntiJo1_Avg,AntiJo1_Max,AntiJo1_Min,AntiDoubleStrandedDNA_Avg,AntiDoubleStrandedDNA_Max,AntiDoubleStrandedDNA_Min,AntiSM_Avg,AntiSM_Max,AntiSM_Min,Nucleosome_Avg,Nucleosome_Max,Nucleosome_Min,AntiM2_Avg,AntiM2_Max,AntiM2_Min,ProliferatingCellNuclearAntigen_Avg,ProliferatingCellNuclearAntigen_Max,ProliferatingCellNuclearAntigen_Min,RibosomalPProtein_Avg,RibosomalPProtein_Max,RibosomalPProtein_Min,PMScl_Avg,PMScl_Max,PMScl_Min,Histone_Avg,Histone_Max,Histone_Min,CentromereProteinB_Avg,CentromereProteinB_Max,CentromereProteinB_Min,Ro52_Avg,Ro52_Max,Ro52_Min,ThrombinTime_Avg,ThrombinTime_Max,ThrombinTime_Min,PartialThromboplastinTime_Avg,PartialThromboplastinTime_Max,PartialThromboplastinTime_Min,ProthrombinTime_Avg,ProthrombinTime_Max,ProthrombinTime_Min,ProthrombinTimeINR_Avg,ProthrombinTimeINR_Max,ProthrombinTimeINR_Min,UrinepH_Avg,UrinepH_Max,UrinepH_Min,UrineGlucose_Avg,UrineGlucose_Max,UrineGlucose_Min,UrineProtein_Avg,UrineProtein_Max,UrineProtein_Min,UrineSpecificGravity_Avg,UrineSpecificGravity_Max,UrineSpecificGravity_Min,Urobilin_Avg,Urobilin_Max,Urobilin_Min,RedBloodCellsMicroscopic_Avg,RedBloodCellsMicroscopic_Max,RedBloodCellsMicroscopic_Min,UrineKetones_Avg,UrineKetones_Max,UrineKetones_Min,WhiteBloodCellsMicroscopic_Avg,WhiteBloodCellsMicroscopic_Max,WhiteBloodCellsMicroscopic_Min,Milk_Avg,Milk_Max,Milk_Min,Cockroach_Avg,Cockroach_Max,Cockroach_Min,EggWhite_Avg,EggWhite_Max,EggWhite_Min,CatDander_Avg,CatDander_Max,CatDander_Min,DogDander_Avg,DogDander_Max,DogDander_Min,Ragweed_Avg,Ragweed_Max,Ragweed_Min,RyeGrass_Avg,RyeGrass_Max,RyeGrass_Min,Shrimp_Avg,Shrimp_Max,Shrimp_Min,Beef_Avg,Beef_Max,Beef_Min,Peanut_Avg,Peanut_Max,Peanut_Min,Cashew_Avg,Cashew_Max,Cashew_Min,DustMites_Avg,DustMites_Max,DustMites_Min,LobsterScallop_Avg,LobsterScallop_Max,LobsterScallop_Min,Shellfish_Avg,Shellfish_Max,Shellfish_Min,MoldCombination_Avg,MoldCombination_Max,MoldCombination_Min,Mulberry_Avg,Mulberry_Max,Mulberry_Min,Crab_Avg,Crab_Max,Crab_Min,MixedGrasses_Avg,MixedGrasses_Max,MixedGrasses_Min,Mugwort_Avg,Mugwort_Max,Mugwort_Min
11,96,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,1,1,1,1,1,1,1,1,1,16,1,21,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,17,2,1,96,96,1,1,2,1,2,1,2,1,1,1,1,1,1,1,1,1,2,3,1,2,8,1,1,1,1,1,1,2,25,21,96,96,96,96,96,96,96,96,96,96,96,96,4,18,1,96,96,96,2,1,37,96,96,96,29,96,2,21,96,96,1,2,96,96,96,96,96,96,96,2,1,14,25,29,14,96,96,96,1,1,1,96,96,96,2,2,96,32,1,1,96,96,96,13,96,1,96,96,96,2,2,2,96,96,1,1,2,1,2,8,37,1,2,12,2,34,37,1,37,8,32,96,96,96,1,96,96,96,96,96,96,96,2,25,96,32,8,96,96,96,96,11,25,37,96,96,96,1,2,96,96,96,96,96,96,96,96,96,96,18,28,96,96,96,96,1,1,2,2,96,96,96,96,96,96,96,96,96,96,96,96,96,96,1,2,25,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96
13,92,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,21,1,1,1,1,1,1,3,1,1,92,1,1,1,1,1,1,1,1,1,1,1,1,1,7,1,1,1,1,11,1,1,2,1,1,2,92,2,1,1,2,92,1,1,1,1,1,2,1,1,1,1,1,2,1,1,11,2,1,1,1,1,1,1,1,3,28,7,28,92,92,92,92,92,92,92,92,92,92,1,1,11,19,5,92,1,2,1,92,92,92,2,21,92,92,92,92,1,2,92,92,92,92,92,92,92,1,1,92,92,92,92,1,1,7,2,2,1,92,92,92,1,11,11,92,1,92,92,92,92,2,92,1,28,92,92,2,1,92,28,92,1,1,2,1,23,92,92,1,2,28,15,92,92,92,92,92,92,92,92,15,1,92,92,92,92,92,92,92,92,92,92,19,2,15,92,92,92,92,92,92,92,92,92,15,28,92,92,92,92,28,92,92,1,23,2,92,92,92,92,92,92,1,1,3,1,2,19,92,92,92,92,92,92,92,92,92,92,92,92,1,2,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92
12,96,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,12,1,1,1,1,1,1,2,1,1,25,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,2,1,1,1,17,2,1,96,96,1,1,35,2,5,1,1,14,1,1,1,1,1,1,1,2,1,21,1,2,1,1,1,1,1,2,1,96,96,23,21,96,96,96,96,96,96,96,96,96,96,96,2,35,1,96,96,96,1,2,96,96,96,96,2,12,17,96,96,96,1,8,96,96,96,96,96,96,96,1,1,96,2,32,96,2,8,28,1,1,1,96,96,96,96,96,96,2,1,5,25,23,1,1,2,1,96,96,96,10,96,28,96,96,1,1,12,1,2,28,96,1,30,2,2,4,96,96,96,96,2,3,17,96,1,96,2,96,96,96,96,96,96,96,96,96,96,96,96,96,96,35,96,96,96,96,96,1,21,14,8,35,96,96,96,96,2,96,17,32,96,96,96,96,96,1,2,1,1,2,96,96,96,96,96,96,96,96,96,96,96,96,96,2,30,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96
14,96,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,96,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,96,96,2,1,1,2,2,1,2,3,1,1,1,1,1,1,2,1,1,12,1,2,2,1,1,1,1,1,1,2,21,28,96,96,96,96,96,96,96,96,96,96,96,96,1,1,35,24,10,96,1,2,96,96,96,96,2,2,17,96,96,96,1,2,96,96,96,96,96,96,96,17,1,12,96,96,96,2,1,12,2,24,2,96,96,96,2,8,28,96,1,96,96,96,96,24,96,1,96,96,96,2,1,1,35,96,1,2,2,2,24,96,96,1,1,5,5,96,96,96,96,17,30,7,96,24,35,96,35,96,96,96,96,96,8,35,35,96,96,12,96,96,96,40,96,96,96,96,96,2,96,24,4,35,35,96,96,96,2,2,17,35,96,96,96,96,96,1,2,1,1,2,17,96,96,96,96,96,96,96,96,96,96,96,96,1,2,17,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96
15,97,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,97,1,1,1,1,1,1,1,14,1,5,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,2,1,31,97,1,1,27,1,1,1,2,1,1,1,1,1,1,1,1,1,1,97,1,12,1,1,1,1,2,1,1,1,19,19,97,97,97,97,97,97,97,97,97,97,97,97,1,2,2,5,10,31,1,1,97,97,97,97,2,25,1,97,97,38,1,8,97,97,97,97,97,97,97,1,1,15,97,97,12,1,1,31,1,2,1,97,97,97,97,97,97,2,1,10,97,97,97,2,22,1,97,97,97,19,1,97,97,97,1,2,97,1,2,19,35,1,1,36,31,31,38,19,97,97,97,97,97,97,1,97,10,97,27,97,97,97,97,97,36,31,2,97,97,97,97,97,97,97,97,97,97,1,24,5,97,97,97,97,97,97,1,25,3,97,97,97,97,97,97,1,1,1,1,2,22,97,97,97,97,97,97,97,97,97,97,97,97,1,5,15,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97
16,98,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,2,2,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,11,98,98,98,20,1,38,5,2,1,26,7,1,1,1,1,1,1,2,1,2,15,1,15,9,1,1,1,1,9,1,1,2,1,34,98,98,98,98,98,98,98,98,98,98,98,1,1,34,98,38,98,1,1,25,98,98,98,98,34,98,1,98,11,1,2,98,98,98,98,98,98,98,3,1,98,98,98,34,1,1,38,2,2,1,98,98,98,98,98,26,1,1,1,2,20,2,20,98,1,38,98,98,1,24,98,31,98,1,15,2,1,2,15,98,1,1,2,98,98,98,1,98,2,98,98,98,98,2,98,98,98,98,98,98,98,98,98,98,98,15,98,98,98,98,29,98,98,98,98,98,2,29,20,98,98,98,98,98,98,2,20,98,2,7,31,98,98,98,1,1,2,1,2,29,98,98,98,98,98,98,98,98,98,98,98,98,1,2,20,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98
17,93,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,14,1,1,1,1,1,1,1,1,1,29,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,2,17,17,93,93,1,2,2,2,1,2,2,1,1,1,1,1,1,1,1,1,3,1,2,3,1,1,1,20,3,1,1,2,33,93,93,93,93,93,93,93,93,93,93,93,93,2,12,1,93,93,29,2,1,3,93,93,93,2,12,1,23,93,93,1,2,93,93,93,93,29,93,93,2,1,29,2,93,1,2,1,93,2,2,2,93,93,93,93,24,93,2,2,93,93,93,93,1,93,1,93,93,93,6,17,93,93,93,1,2,93,1,1,93,93,1,1,93,29,93,93,2,93,93,24,93,93,8,1,93,93,93,93,93,93,93,20,93,8,93,93,93,93,93,93,93,93,93,29,93,93,1,17,22,93,93,93,93,93,93,1,2,8,17,93,93,93,93,93,1,1,3,1,8,93,93,93,93,93,93,93,93,93,93,93,93,93,2,12,29,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93
18,96,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,3,17,1,1,1,17,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,2,1,1,96,96,96,1,6,1,2,1,12,24,1,1,1,1,1,1,1,1,1,3,1,6,17,1,1,1,96,17,1,1,2,24,96,96,96,96,96,96,96,96,96,96,96,96,1,6,28,2,21,96,2,1,96,96,96,96,36,96,8,96,96,96,1,2,96,96,96,96,96,96,96,1,1,96,96,96,2,2,1,36,1,2,1,96,96,96,1,2,12,2,1,2,32,32,96,2,2,1,96,96,96,12,2,34,96,96,1,1,12,1,21,32,96,1,2,12,96,96,28,32,96,96,96,96,96,96,2,96,2,6,96,96,96,96,96,96,96,96,2,96,96,96,96,96,96,96,96,96,96,2,96,12,96,96,96,96,96,96,2,21,26,2,24,96,96,96,96,1,1,1,1,2,17,96,96,96,96,96,96,96,96,96,96,96,96,2,29,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96
19,32,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,17,1,1,1,1,1,2,2,1,1,30,1,1,1,1,2,1,3,1,1,1,1,1,2,1,1,1,1,1,1,1,1,12,1,1,95,95,2,1,1,1,2,1,2,1,1,1,2,1,1,1,1,2,9,36,1,2,17,1,1,1,1,17,2,2,95,12,25,95,95,95,95,95,95,95,95,95,95,95,1,2,25,95,8,95,1,3,36,95,95,95,17,10,95,95,95,95,1,2,95,95,95,95,95,95,95,1,1,2,17,36,2,1,1,2,1,1,27,95,95,95,36,95,95,2,1,1,1,95,1,1,17,1,95,95,95,1,95,95,36,95,1,1,6,1,2,4,95,1,1,2,22,30,17,25,30,95,95,95,95,95,1,95,95,95,95,95,95,95,25,95,95,95,36,95,95,95,95,95,95,95,95,95,95,2,7,95,95,95,95,95,95,95,1,2,6,1,17,95,95,95,95,1,1,1,1,2,17,95,95,95,95,95,95,95,95,95,95,95,95,1,2,30,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95
20,102,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,12,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,24,1,1,1,1,1,6,1,1,10,36,1,102,102,13,1,2,2,2,1,1,15,1,1,1,1,1,1,1,1,1,1,1,1,35,1,1,1,2,1,1,1,2,102,102,102,102,102,102,102,102,102,102,102,102,102,1,2,18,18,30,1,1,102,22,102,102,102,38,6,30,102,102,102,1,2,102,102,102,102,102,102,102,2,1,102,41,102,102,8,1,102,1,1,1,102,102,102,102,102,102,18,1,2,30,102,102,4,14,1,41,102,102,33,2,30,102,102,1,9,38,1,1,24,30,1,1,22,102,102,102,18,102,102,21,102,102,38,1,102,41,102,102,102,102,102,102,102,33,102,41,102,102,102,102,102,102,102,102,102,102,2,4,26,102,102,102,102,102,102,1,102,11,102,102,102,102,102,102,1,1,1,1,2,26,102,102,102,102,102,102,102,102,102,102,102,102,2,2,18,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102
