,Gender,FirstVisitAge,CIndU,Hematocrit_Avg,Hematocrit_Max,Hematocrit_Min,LymphocytesPercentage_Avg,LymphocytesPercentage_Max,LymphocytesPercentage_Min,NeutrophilsPercentage_Avg,NeutrophilsPercentage_Max,NeutrophilsPercentage_Min,MonocytesPercentage_Avg,MonocytesPercentage_Max,MonocytesPercentage_Min,MeanCorpuscularHemoglobinConcentration_Avg,MeanCorpuscularHemoglobinConcentration_Max,MeanCorpuscularHemoglobinConcentration_Min,PlateletCount_Avg,PlateletCount_Max,PlateletCount_Min,WhiteBloodCellCount_Avg,WhiteBloodCellCount_Max,WhiteBloodCellCount_Min,MeanCorpuscularHemoglobin_Avg,MeanCorpuscularHemoglobin_Max,MeanCorpuscularHemoglobin_Min,MeanCorpuscularVolume_Avg,MeanCorpuscularVolume_Max,MeanCorpuscularVolume_Min,RedBloodCellCount_Avg,RedBloodCellCount_Max,RedBloodCellCount_Min,Hemoglobin_Avg,Hemoglobin_Max,Hemoglobin_Min,EosinophilsPercentage_Avg,EosinophilsPercentage_Max,EosinophilsPercentage_Min,BasophilsPercentage_Avg,BasophilsPercentage_Max,BasophilsPercentage_Min,AbsoluteNeutrophilCount_Avg,AbsoluteNeutrophilCount_Max,AbsoluteNeutrophilCount_Min,AbsoluteMonocyteCount_Avg,AbsoluteMonocyteCount_Max,AbsoluteMonocyteCount_Min,AbsoluteEosinophilCount_Avg,AbsoluteEosinophilCount_Max,AbsoluteEosinophilCount_Min,AbsoluteBasophilCount_Avg,AbsoluteBasophilCount_Max,AbsoluteBasophilCount_Min,AbsoluteLymphocyteCount_Avg,AbsoluteLymphocyteCount_Max,AbsoluteLymphocyteCount_Min,MeanPlateletVolume_Avg,MeanPlateletVolume_Max,MeanPlateletVolume_Min,PlateletDistributionWidth_Avg,PlateletDistributionWidth_Max,PlateletDistributionWidth_Min,Plateletcrit_Avg,Plateletcrit_Max,Plateletcrit_Min,RedCellDistributionWidth_Avg,RedCellDistributionWidth_Max,RedCellDistributionWidth_Min,RedCellDistributionWidthCV_Avg,RedCellDistributionWidthCV_Max,RedCellDistributionWidthCV_Min,EosinophilCountAbsolute_Avg,EosinophilCountAbsolute_Max,EosinophilCountAbsolute_Min,CReactiveProtein_Avg,CReactiveProtein_Max,CReactiveProtein_Min,ImmunoglobulinE_Avg,ImmunoglobulinE_Max,ImmunoglobulinE_Min,Total25HydroxyVitaminD_Avg,Total25HydroxyVitaminD_Max,Total25HydroxyVitaminD_Min,ImmunoglobulinG_Avg,ImmunoglobulinG_Max,ImmunoglobulinG_Min,ImmunoglobulinA_Avg,ImmunoglobulinA_Max,ImmunoglobulinA_Min,ImmunoglobulinM_Avg,ImmunoglobulinM_Max,ImmunoglobulinM_Min,ThyroglobulinAntibody_Avg,ThyroglobulinAntibody_Max,ThyroglobulinAntibody_Min,ThyroidStimulatingHormone_Avg,ThyroidStimulatingHormone_Max,ThyroidStimulatingHormone_Min,TotalTriiodothyronine_Avg,TotalTriiodothyronine_Max,TotalTriiodothyronine_Min,TotalThyroxine_Avg,TotalThyroxine_Max,TotalThyroxine_Min,FreeTriiodothyronine_Avg,FreeTriiodothyronine_Max,FreeTriiodothyronine_Min,FreeThyroxine_Avg,FreeThyroxine_Max,FreeThyroxine_Min,ReverseTriiodothyronine_Avg,ReverseTriiodothyronine_Max,ReverseTriiodothyronine_Min,ANA1to40_Avg,ANA1to40_Max,ANA1to40_Min,ANA1to80_Avg,ANA1to80_Max,ANA1to80_Min,ANANuclearPattern_Avg,ANANuclearPattern_Max,ANANuclearPattern_Min,SMRNP_Avg,SMRNP_Max,SMRNP_Min,AntiScl70_Avg,AntiScl70_Max,AntiScl70_Min,AntiSSA_Avg,AntiSSA_Max,AntiSSA_Min,AntiSSB_Avg,AntiSSB_Max,AntiSSB_Min,AntiJo1_Avg,AntiJo1_Max,AntiJo1_Min,AntiDoubleStrandedDNA_Avg,AntiDoubleStrandedDNA_Max,AntiDoubleStrandedDNA_Min,AntiSM_Avg,AntiSM_Max,AntiSM_Min,Nucleosome_Avg,Nucleosome_Max,Nucleosome_Min,AntiM2_Avg,AntiM2_Max,AntiM2_Min,ProliferatingCellNuclearAntigen_Avg,ProliferatingCellNuclearAntigen_Max,ProliferatingCellNuclearAntigen_Min,RibosomalPProtein_Avg,RibosomalPProtein_Max,RibosomalPProtein_Min,PMScl_Avg,PMScl_Max,PMScl_Min,Histone_Avg,Histone_Max,Histone_Min,CentromereProteinB_Avg,CentromereProteinB_Max,CentromereProteinB_Min,Ro52_Avg,Ro52_Max,Ro52_Min,ThrombinTime_Avg,ThrombinTime_Max,ThrombinTime_Min,PartialThromboplastinTime_Avg,PartialThromboplastinTime_Max,PartialThromboplastinTime_Min,ProthrombinTime_Avg,ProthrombinTime_Max,ProthrombinTime_Min,ProthrombinTimeINR_Avg,ProthrombinTimeINR_Max,ProthrombinTimeINR_Min,UrinepH_Avg,UrinepH_Max,UrinepH_Min,UrineGlucose_Avg,UrineGlucose_Max,UrineGlucose_Min,UrineProtein_Avg,UrineProtein_Max,UrineProtein_Min,UrineSpecificGravity_Avg,UrineSpecificGravity_Max,UrineSpecificGravity_Min,Urobilin_Avg,Urobilin_Max,Urobilin_Min,RedBloodCellsMicroscopic_Avg,RedBloodCellsMicroscopic_Max,RedBloodCellsMicroscopic_Min,UrineKetones_Avg,UrineKetones_Max,UrineKetones_Min,WhiteBloodCellsMicroscopic_Avg,WhiteBloodCellsMicroscopic_Max,WhiteBloodCellsMicroscopic_Min,Milk_Avg,Milk_Max,Milk_Min,Cockroach_Avg,Cockroach_Max,Cockroach_Min,EggWhite_Avg,EggWhite_Max,EggWhite_Min,CatDander_Avg,CatDander_Max,CatDander_Min,DogDander_Avg,DogDander_Max,DogDander_Min,Ragweed_Avg,Ragweed_Max,Ragweed_Min,RyeGrass_Avg,RyeGrass_Max,RyeGrass_Min,Shrimp_Avg,Shrimp_Max,Shrimp_Min,Beef_Avg,Beef_Max,Beef_Min,Peanut_Avg,Peanut_Max,Peanut_Min,Cashew_Avg,Cashew_Max,Cashew_Min,DustMites_Avg,DustMites_Max,DustMites_Min,LobsterScallop_Avg,LobsterScallop_Max,LobsterScallop_Min,Shellfish_Avg,Shellfish_Max,Shellfish_Min,MoldCombination_Avg,MoldCombination_Max,MoldCombination_Min,Mulberry_Avg,Mulberry_Max,Mulberry_Min,Crab_Avg,Crab_Max,Crab_Min,MixedGrasses_Avg,MixedGrasses_Max,MixedGrasses_Min,Mugwort_Avg,Mugwort_Max,Mugwort_Min
11,98,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,21,1,25,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,8,1,1,21,2,1,98,98,1,1,3,1,2,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,17,1,1,1,1,1,1,2,17,23,98,98,98,98,98,98,98,98,98,98,98,98,2,22,1,98,98,98,1,1,39,98,98,98,34,98,1,17,98,98,1,2,98,98,98,98,98,98,98,3,1,17,26,34,17,98,98,98,1,1,1,98,98,98,2,12,98,31,1,1,98,98,98,12,98,1,98,98,98,2,2,2,98,98,1,1,2,1,2,8,39,1,1,17,5,34,98,1,39,8,34,98,98,98,1,98,98,98,98,98,98,98,12,28,98,34,8,98,98,98,98,12,28,39,98,98,98,1,2,98,98,98,98,98,98,98,98,98,98,24,30,98,98,98,98,1,1,2,2,98,98,98,98,98,98,98,98,98,98,98,98,98,98,1,2,28,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98
12,94,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19,1,1,1,1,1,1,1,1,1,28,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,1,1,94,94,1,1,32,2,3,1,1,9,1,1,1,1,1,1,1,2,1,21,1,2,1,1,1,1,1,2,1,94,94,9,15,94,94,94,94,94,94,94,94,94,94,94,1,22,1,94,94,94,1,2,35,94,94,94,4,16,9,94,94,94,1,3,94,94,94,94,94,94,94,1,1,94,2,28,94,2,2,32,1,1,1,94,94,94,94,94,94,2,1,2,18,25,1,1,2,1,94,94,94,2,94,28,94,94,1,1,9,1,1,32,94,1,20,2,2,9,94,94,94,94,1,15,25,94,1,94,9,94,94,94,94,94,94,94,94,94,94,94,94,94,94,32,94,94,94,94,94,1,9,23,2,32,94,94,94,94,2,94,13,28,94,94,94,94,94,1,1,1,1,2,94,94,94,94,94,94,94,94,94,94,94,94,94,2,18,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94
13,94,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,29,1,1,1,1,1,1,2,1,1,94,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,12,1,1,1,1,1,7,94,3,1,1,2,94,1,1,1,1,1,2,1,1,1,1,1,2,1,1,12,2,1,1,1,1,1,1,1,3,29,20,29,94,94,94,94,94,94,94,94,94,94,1,1,18,7,12,94,1,7,1,94,94,94,4,22,94,94,94,94,1,2,94,94,94,94,94,94,94,1,1,94,94,94,94,1,1,12,1,1,1,94,94,94,1,7,22,94,1,94,94,94,94,2,94,1,29,94,94,2,2,94,29,94,1,1,2,1,29,94,94,1,2,16,24,94,94,94,94,94,94,94,94,15,1,94,94,94,94,94,94,94,94,94,94,29,2,24,94,94,94,94,94,94,94,94,94,12,33,94,94,94,94,29,94,94,1,18,2,94,94,94,94,94,94,1,1,2,1,2,18,94,94,94,94,94,94,94,94,94,94,94,94,1,7,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94
14,98,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,39,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,2,1,25,98,13,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,3,1,2,2,1,1,1,1,1,1,2,17,98,98,98,98,98,98,98,98,98,98,98,98,98,1,1,98,21,17,98,1,2,34,98,98,98,9,2,24,98,98,98,1,2,98,98,98,98,98,98,98,9,1,98,98,98,98,1,1,29,13,34,1,98,98,98,1,5,27,26,1,98,98,98,98,39,98,1,98,98,98,2,1,1,98,98,1,2,17,1,17,98,98,1,1,3,9,34,34,28,98,34,3,34,98,98,3,98,98,98,98,98,98,98,17,39,98,30,98,22,98,98,98,98,34,98,98,98,98,1,98,17,98,9,98,98,98,98,1,9,20,98,98,98,98,98,98,1,1,1,1,2,23,98,98,98,98,98,98,98,98,98,98,98,98,1,2,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98
15,96,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,96,1,1,1,1,1,1,1,9,1,13,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,96,96,1,1,33,1,1,1,3,1,1,1,1,1,1,1,1,1,1,23,1,2,1,1,1,1,2,1,1,1,3,9,96,96,96,96,96,96,96,96,96,96,96,96,1,1,3,9,33,96,1,1,33,96,96,96,19,33,1,96,96,96,1,3,96,96,96,96,96,96,96,1,1,9,33,96,3,2,1,96,1,1,1,96,96,96,33,33,33,2,1,9,16,96,96,2,96,1,96,96,96,13,1,33,96,96,1,2,96,1,2,17,96,1,1,23,96,23,96,17,96,33,33,96,96,96,1,96,9,96,19,96,96,96,26,96,40,96,2,33,96,96,96,96,96,96,96,96,96,1,26,9,96,96,96,96,96,96,1,15,2,96,96,96,96,96,96,1,1,1,1,2,23,96,96,96,96,96,96,96,96,96,96,96,96,1,2,23,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96
16,98,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,5,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,16,98,98,98,26,1,34,2,10,1,22,10,1,1,1,1,1,1,1,1,2,10,1,29,10,1,1,1,1,10,1,1,1,1,26,98,98,98,98,98,98,98,98,98,98,98,1,1,38,98,98,98,1,1,38,98,98,98,98,34,98,1,98,16,1,3,98,98,98,98,98,98,98,2,1,98,98,98,38,1,1,34,2,2,1,98,98,98,98,98,19,1,1,1,2,24,2,29,98,1,38,98,98,2,2,98,31,98,1,16,2,1,2,10,98,1,1,2,98,98,98,1,98,5,98,98,98,98,1,98,98,98,98,98,98,98,98,98,98,98,19,98,98,98,98,26,98,98,98,98,98,1,10,19,98,98,98,98,98,98,1,34,98,2,22,31,98,98,98,1,1,2,1,10,29,98,98,98,98,98,98,98,98,98,98,98,98,1,2,19,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98
18,98,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,10,1,1,1,1,1,1,2,1,1,2,9,1,1,1,3,1,1,1,1,1,1,1,1,2,1,1,1,7,1,1,1,1,1,1,98,98,98,1,7,1,2,1,3,22,1,1,1,1,1,1,2,1,1,12,1,2,9,1,1,1,33,28,1,1,2,28,98,98,98,98,98,98,98,98,98,98,98,98,1,1,33,3,98,19,2,1,33,98,98,98,15,98,3,98,98,98,1,11,98,98,98,98,98,98,98,1,1,28,36,24,2,1,1,98,1,1,1,98,98,98,1,3,98,2,1,2,38,98,98,1,2,1,98,98,98,98,1,98,98,98,1,1,17,1,18,38,98,1,14,2,98,98,98,98,98,98,98,98,98,98,2,98,2,14,24,98,98,98,98,98,33,98,2,98,98,98,98,98,98,98,98,98,98,1,36,20,98,98,98,98,98,98,2,16,28,2,28,98,98,98,98,1,1,1,1,2,21,98,98,98,98,98,98,98,98,98,98,98,98,1,25,38,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98
17,96,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,23,1,1,1,1,1,1,1,1,1,96,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,4,96,96,25,1,1,7,1,1,2,1,1,1,1,1,1,1,1,1,1,7,1,2,2,1,1,1,21,2,1,1,2,17,96,96,96,96,96,96,96,96,96,96,96,96,2,18,1,96,96,96,2,1,15,96,96,96,2,13,1,96,96,96,1,2,96,96,96,96,33,96,96,1,1,96,2,21,1,1,1,33,1,2,2,96,96,96,96,96,96,2,1,96,96,96,96,1,28,1,96,96,96,7,33,96,96,38,1,2,24,1,2,26,96,1,1,26,96,33,96,10,33,37,16,96,96,96,1,96,96,96,96,96,96,96,11,96,11,96,96,96,96,96,96,96,96,96,33,96,96,1,29,7,96,96,96,96,96,96,1,2,7,96,18,96,96,96,96,1,1,2,1,3,33,96,96,96,96,96,96,96,96,96,96,96,96,1,13,21,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96
19,32,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,18,1,1,1,1,1,1,1,1,1,29,1,1,1,1,2,1,4,1,1,1,1,1,2,1,1,1,1,1,1,1,1,15,1,1,94,94,2,1,1,1,2,1,2,1,1,1,1,1,1,1,1,2,5,35,1,2,10,1,1,1,1,15,2,2,94,15,23,94,94,94,94,94,94,94,94,94,94,94,1,2,26,94,5,94,1,3,35,94,94,94,20,2,94,94,94,94,1,2,94,94,94,94,94,94,94,1,1,2,10,35,2,1,1,15,1,1,23,94,94,94,35,94,94,2,1,1,1,94,1,1,19,1,94,94,94,1,94,94,35,94,1,1,10,1,1,10,94,1,1,2,23,29,10,10,29,94,94,94,94,94,1,94,94,94,94,94,94,94,26,94,94,94,35,94,94,94,94,94,94,94,94,94,94,1,2,94,94,94,94,94,94,94,1,2,10,2,26,94,94,94,94,1,1,1,1,2,21,94,94,94,94,94,94,94,94,94,94,94,94,1,2,29,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94
20,98,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,7,1,1,1,1,1,2,1,1,7,11,1,98,98,2,1,1,1,1,1,2,11,1,1,1,1,1,1,1,1,1,1,1,1,36,1,1,1,1,1,1,1,2,16,98,98,98,98,98,98,98,98,98,98,98,98,1,5,11,2,19,1,1,18,21,98,98,98,36,2,16,36,98,98,1,5,98,98,98,98,98,98,98,2,1,98,42,98,22,2,1,98,1,1,1,98,98,98,36,36,98,11,1,2,30,98,98,2,2,1,42,98,30,11,1,24,98,98,1,2,98,1,1,3,98,1,1,16,98,98,98,20,98,98,16,98,98,25,1,98,42,36,98,98,98,98,36,98,36,98,36,98,98,98,98,98,98,98,98,98,98,1,2,26,98,98,98,98,98,98,1,27,11,28,98,98,98,98,98,1,1,1,1,2,24,98,98,98,98,98,98,98,98,98,98,98,98,1,3,36,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98
