,Gender,FirstVisitAge,CIndU,Hematocrit_Avg,Hematocrit_Max,Hematocrit_Min,LymphocytesPercentage_Avg,LymphocytesPercentage_Max,LymphocytesPercentage_Min,NeutrophilsPercentage_Avg,NeutrophilsPercentage_Max,NeutrophilsPercentage_Min,MonocytesPercentage_Avg,MonocytesPercentage_Max,MonocytesPercentage_Min,MeanCorpuscularHemoglobinConcentration_Avg,MeanCorpuscularHemoglobinConcentration_Max,MeanCorpuscularHemoglobinConcentration_Min,PlateletCount_Avg,PlateletCount_Max,PlateletCount_Min,WhiteBloodCellCount_Avg,WhiteBloodCellCount_Max,WhiteBloodCellCount_Min,MeanCorpuscularHemoglobin_Avg,MeanCorpuscularHemoglobin_Max,MeanCorpuscularHemoglobin_Min,MeanCorpuscularVolume_Avg,MeanCorpuscularVolume_Max,MeanCorpuscularVolume_Min,RedBloodCellCount_Avg,RedBloodCellCount_Max,RedBloodCellCount_Min,Hemoglobin_Avg,Hemoglobin_Max,Hemoglobin_Min,EosinophilsPercentage_Avg,EosinophilsPercentage_Max,EosinophilsPercentage_Min,BasophilsPercentage_Avg,BasophilsPercentage_Max,BasophilsPercentage_Min,AbsoluteNeutrophilCount_Avg,AbsoluteNeutrophilCount_Max,AbsoluteNeutrophilCount_Min,AbsoluteMonocyteCount_Avg,AbsoluteMonocyteCount_Max,AbsoluteMonocyteCount_Min,AbsoluteEosinophilCount_Avg,AbsoluteEosinophilCount_Max,AbsoluteEosinophilCount_Min,AbsoluteBasophilCount_Avg,AbsoluteBasophilCount_Max,AbsoluteBasophilCount_Min,AbsoluteLymphocyteCount_Avg,AbsoluteLymphocyteCount_Max,AbsoluteLymphocyteCount_Min,MeanPlateletVolume_Avg,MeanPlateletVolume_Max,MeanPlateletVolume_Min,PlateletDistributionWidth_Avg,PlateletDistributionWidth_Max,PlateletDistributionWidth_Min,Plateletcrit_Avg,Plateletcrit_Max,Plateletcrit_Min,RedCellDistributionWidth_Avg,RedCellDistributionWidth_Max,RedCellDistributionWidth_Min,RedCellDistributionWidthCV_Avg,RedCellDistributionWidthCV_Max,RedCellDistributionWidthCV_Min,EosinophilCountAbsolute_Avg,EosinophilCountAbsolute_Max,EosinophilCountAbsolute_Min,CReactiveProtein_Avg,CReactiveProtein_Max,CReactiveProtein_Min,ImmunoglobulinE_Avg,ImmunoglobulinE_Max,ImmunoglobulinE_Min,Total25HydroxyVitaminD_Avg,Total25HydroxyVitaminD_Max,Total25HydroxyVitaminD_Min,ImmunoglobulinG_Avg,ImmunoglobulinG_Max,ImmunoglobulinG_Min,ImmunoglobulinA_Avg,ImmunoglobulinA_Max,ImmunoglobulinA_Min,ImmunoglobulinM_Avg,ImmunoglobulinM_Max,ImmunoglobulinM_Min,ThyroglobulinAntibody_Avg,ThyroglobulinAntibody_Max,ThyroglobulinAntibody_Min,ThyroidStimulatingHormone_Avg,ThyroidStimulatingHormone_Max,ThyroidStimulatingHormone_Min,TotalTriiodothyronine_Avg,TotalTriiodothyronine_Max,TotalTriiodothyronine_Min,TotalThyroxine_Avg,TotalThyroxine_Max,TotalThyroxine_Min,FreeTriiodothyronine_Avg,FreeTriiodothyronine_Max,FreeTriiodothyronine_Min,FreeThyroxine_Avg,FreeThyroxine_Max,FreeThyroxine_Min,ReverseTriiodothyronine_Avg,ReverseTriiodothyronine_Max,ReverseTriiodothyronine_Min,ANA1to40_Avg,ANA1to40_Max,ANA1to40_Min,ANA1to80_Avg,ANA1to80_Max,ANA1to80_Min,ANANuclearPattern_Avg,ANANuclearPattern_Max,ANANuclearPattern_Min,SMRNP_Avg,SMRNP_Max,SMRNP_Min,AntiScl70_Avg,AntiScl70_Max,AntiScl70_Min,AntiSSA_Avg,AntiSSA_Max,AntiSSA_Min,AntiSSB_Avg,AntiSSB_Max,AntiSSB_Min,AntiJo1_Avg,AntiJo1_Max,AntiJo1_Min,AntiDoubleStrandedDNA_Avg,AntiDoubleStrandedDNA_Max,AntiDoubleStrandedDNA_Min,AntiSM_Avg,AntiSM_Max,AntiSM_Min,Nucleosome_Avg,Nucleosome_Max,Nucleosome_Min,AntiM2_Avg,AntiM2_Max,AntiM2_Min,ProliferatingCellNuclearAntigen_Avg,ProliferatingCellNuclearAntigen_Max,ProliferatingCellNuclearAntigen_Min,RibosomalPProtein_Avg,RibosomalPProtein_Max,RibosomalPProtein_Min,PMScl_Avg,PMScl_Max,PMScl_Min,Histone_Avg,Histone_Max,Histone_Min,CentromereProteinB_Avg,CentromereProteinB_Max,CentromereProteinB_Min,Ro52_Avg,Ro52_Max,Ro52_Min,ThrombinTime_Avg,ThrombinTime_Max,ThrombinTime_Min,PartialThromboplastinTime_Avg,PartialThromboplastinTime_Max,PartialThromboplastinTime_Min,ProthrombinTime_Avg,ProthrombinTime_Max,ProthrombinTime_Min,ProthrombinTimeINR_Avg,ProthrombinTimeINR_Max,ProthrombinTimeINR_Min,UrinepH_Avg,UrinepH_Max,UrinepH_Min,UrineGlucose_Avg,UrineGlucose_Max,UrineGlucose_Min,UrineProtein_Avg,UrineProtein_Max,UrineProtein_Min,UrineSpecificGravity_Avg,UrineSpecificGravity_Max,UrineSpecificGravity_Min,Urobilin_Avg,Urobilin_Max,Urobilin_Min,RedBloodCellsMicroscopic_Avg,RedBloodCellsMicroscopic_Max,RedBloodCellsMicroscopic_Min,UrineKetones_Avg,UrineKetones_Max,UrineKetones_Min,WhiteBloodCellsMicroscopic_Avg,WhiteBloodCellsMicroscopic_Max,WhiteBloodCellsMicroscopic_Min,Milk_Avg,Milk_Max,Milk_Min,Cockroach_Avg,Cockroach_Max,Cockroach_Min,EggWhite_Avg,EggWhite_Max,EggWhite_Min,CatDander_Avg,CatDander_Max,CatDander_Min,DogDander_Avg,DogDander_Max,DogDander_Min,Ragweed_Avg,Ragweed_Max,Ragweed_Min,RyeGrass_Avg,RyeGrass_Max,RyeGrass_Min,Shrimp_Avg,Shrimp_Max,Shrimp_Min,Beef_Avg,Beef_Max,Beef_Min,Peanut_Avg,Peanut_Max,Peanut_Min,Cashew_Avg,Cashew_Max,Cashew_Min,DustMites_Avg,DustMites_Max,DustMites_Min,LobsterScallop_Avg,LobsterScallop_Max,LobsterScallop_Min,Shellfish_Avg,Shellfish_Max,Shellfish_Min,MoldCombination_Avg,MoldCombination_Max,MoldCombination_Min,Mulberry_Avg,Mulberry_Max,Mulberry_Min,Crab_Avg,Crab_Max,Crab_Min,MixedGrasses_Avg,MixedGrasses_Max,MixedGrasses_Min,Mugwort_Avg,Mugwort_Max,Mugwort_Min
10,121,1,121,6,1,1,1,1,1,6,1,1,39,1,2,2,1,12,2,1,1,1,1,121,1,2,1,2,1,1,3,1,1,1,1,1,1,1,1,1,21,1,1,1,1,14,6,1,2,25,9,1,121,121,10,1,3,26,28,1,3,6,1,2,2,32,2,15,38,21,2,1,12,33,121,1,1,1,121,33,121,21,2,24,121,121,121,121,121,121,121,121,121,121,121,121,1,2,30,17,1,121,12,30,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,1,40,121,121,21,36,121,121,121,121,121,121,121,27,121,1,2,121,17,36,1,121,121,121,19,28,121,121,121,121,121,121,121,121,121,121,2,1,121,121,121,121,17,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,36,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121
12,119,1,119,2,1,2,2,1,1,2,1,1,2,1,3,1,1,13,1,1,1,1,1,25,2,1,1,2,1,3,30,2,2,1,1,1,1,1,1,1,13,1,1,1,1,8,13,1,2,16,8,3,119,119,29,2,2,22,2,1,28,8,2,2,2,119,1,34,31,5,31,1,2,119,119,1,1,1,34,119,119,26,2,27,119,119,119,119,119,119,119,119,119,119,119,119,1,2,34,22,2,13,2,24,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,2,17,119,2,10,119,119,119,119,119,119,119,21,119,119,119,119,119,5,119,1,119,119,119,17,19,119,119,119,119,119,119,119,119,119,119,13,1,20,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,34,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119
13,122,1,122,16,2,1,2,1,1,2,1,1,2,1,2,2,1,122,2,1,1,1,1,122,1,1,2,2,2,2,10,1,1,1,1,1,1,1,1,1,3,1,1,1,1,12,4,1,2,31,7,1,122,122,2,1,4,8,16,1,16,2,2,2,16,122,28,122,25,10,31,1,6,16,122,1,1,1,122,37,37,29,1,16,122,122,122,122,122,122,122,122,122,122,122,122,1,2,27,2,1,10,2,37,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,16,122,26,33,122,122,122,122,122,122,122,122,122,122,1,31,122,20,122,1,122,122,122,22,22,122,122,122,122,122,122,122,122,122,122,22,1,22,122,122,122,122,122,40,122,122,122,122,122,122,37,122,122,33,122,122,122,122,122,37,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122
20,120,1,120,2,1,1,1,1,1,2,1,2,2,1,2,1,1,17,1,1,1,1,1,23,2,2,1,2,2,2,31,1,2,1,1,1,1,1,1,1,7,1,1,1,2,7,4,1,1,20,10,1,35,120,18,1,4,22,11,1,16,12,2,3,1,35,2,21,120,35,2,1,2,39,39,1,1,1,120,120,120,1,120,14,120,120,120,120,120,120,120,120,120,120,120,120,1,2,24,13,2,120,2,25,27,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,7,2,120,120,120,120,120,120,120,120,120,39,120,2,120,1,15,120,7,120,1,120,120,120,19,31,120,120,120,120,120,120,120,120,120,120,120,1,25,120,120,120,37,120,120,120,120,120,120,120,120,120,120,120,31,120,120,120,120,28,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,2,31,31,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120
16,121,1,121,2,1,1,1,1,1,5,1,1,5,1,2,1,1,20,1,1,1,14,1,121,1,1,1,1,1,1,11,1,2,1,1,1,1,1,1,1,1,1,1,1,1,14,7,1,2,18,23,23,121,121,39,2,3,14,2,1,36,23,2,2,10,121,2,26,36,5,2,1,18,28,8,1,1,1,121,121,121,14,31,2,121,121,121,36,121,121,121,121,121,121,121,121,1,2,31,28,1,8,1,25,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,2,14,121,121,121,121,121,121,121,36,121,121,27,1,121,34,121,121,2,31,1,121,121,121,121,20,121,121,121,121,31,121,121,121,121,121,1,1,18,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121
15,120,1,120,2,1,1,1,1,1,4,1,2,2,1,1,1,1,20,1,1,1,1,1,2,2,1,1,2,2,3,13,1,2,1,1,1,1,1,1,1,2,1,1,1,1,13,10,1,1,26,6,1,35,120,28,1,3,21,13,1,11,1,5,1,8,120,1,120,120,24,1,1,30,35,120,1,1,1,120,120,120,27,35,8,120,120,120,120,120,120,120,120,120,120,120,120,1,2,17,35,1,20,1,30,32,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,15,120,32,120,120,120,120,120,120,120,120,120,120,120,1,17,120,8,22,1,120,120,120,17,25,120,120,120,120,120,120,120,120,120,120,2,1,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,23,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120
18,120,1,120,35,3,1,1,1,1,2,1,1,2,1,2,2,2,14,1,1,1,1,1,27,1,2,2,2,1,3,20,120,5,5,1,1,1,1,1,1,2,1,1,1,1,2,7,2,1,14,25,2,120,120,3,1,9,14,2,1,18,120,2,1,2,35,2,28,120,11,1,1,2,18,120,1,2,1,35,120,30,20,2,35,120,120,120,120,120,120,120,120,120,120,120,120,1,2,120,24,1,8,2,120,120,120,120,120,120,120,120,35,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,2,14,120,23,10,120,120,120,120,120,120,120,28,14,120,2,22,120,2,35,1,120,120,120,26,120,120,120,120,120,120,120,120,120,120,120,2,1,120,120,120,120,120,120,120,120,120,120,35,120,120,120,120,120,35,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,18,35,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120
14,118,1,118,2,1,1,1,1,1,5,1,2,11,1,2,1,1,22,1,1,1,2,1,33,1,1,1,2,2,1,10,1,2,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,1,2,33,2,118,118,7,2,2,7,14,1,19,17,2,2,2,118,2,38,22,2,5,1,1,36,27,1,1,1,118,118,118,33,17,30,118,118,118,118,118,118,36,118,118,118,118,118,1,2,36,2,1,2,17,9,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,2,24,118,118,118,118,118,118,118,39,118,118,14,25,118,1,2,31,14,26,1,118,118,118,11,22,118,118,118,118,118,118,118,118,118,118,5,1,28,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,20,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,28,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118
17,122,1,122,2,1,1,1,1,1,2,1,2,23,1,2,1,1,17,1,1,1,1,1,17,2,1,2,3,1,2,1,1,8,1,1,1,1,1,1,1,1,1,1,1,1,12,8,1,2,27,5,1,122,122,20,1,5,17,1,1,8,5,11,21,8,35,1,31,39,26,24,1,13,122,39,1,2,1,122,122,122,33,1,29,122,122,122,122,122,122,41,122,122,122,122,122,1,24,1,2,1,17,2,31,122,122,122,122,122,122,35,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,1,2,122,2,21,122,122,122,122,122,122,122,122,122,122,35,122,122,2,39,1,122,122,122,122,28,35,122,122,122,122,122,122,122,122,122,17,1,13,122,122,122,41,30,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122
19,121,1,121,2,2,1,1,1,1,3,1,1,2,1,2,2,2,23,1,1,1,2,1,40,1,1,1,2,2,8,28,22,12,1,1,1,1,1,1,1,20,1,1,1,2,2,2,1,1,10,5,2,121,121,5,2,3,15,8,1,15,31,2,5,1,35,1,18,38,12,19,1,15,36,29,1,1,1,121,121,121,34,2,121,121,121,121,121,121,121,121,121,121,121,121,121,1,2,31,31,2,10,2,17,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,1,2,121,121,121,121,121,121,121,121,121,121,121,28,121,2,12,121,1,24,1,121,121,121,34,121,121,121,121,121,121,121,121,121,121,121,21,1,2,121,121,121,38,40,121,121,121,121,121,121,121,121,121,121,25,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,2,121,26,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121
